id,last_update,length,weight,last_move_datetime,stage_of_life,species,gender,longitude,latitude,CHL,IOP,Temp
288412,2025-08-29T20:34:33.391243Z,6 ft 11 in.,,2019-02-11 12:54:44+00:00,Juvenile,Hammerhead Shark (Sphyrnidae),Female,-78.79865,32.31864,0.2501111175395681,0.01728049079412466,25.373818495767246
288413,2025-08-29T20:35:03.801708Z,6 ft,,2019-10-01 11:49:53+00:00,Juvenile,Tiger Shark (Galeocerdo cuvier),Female,-86.6602,21.39843,0.17737513244924388,0.013033806781862023,26.776012136611605
288414,2025-08-29T20:33:07.981326Z,5 ft 2 in.,,2016-08-31 08:18:31+00:00,Young of the Year,White Shark (Carcharodon carcharias),Male,-72.24836,40.7656,0.26638577549364556,0.019955522018823835,22.914245084004744
288415,2025-08-29T20:37:52.602041Z,10 ft 2 in.,,2015-02-18 17:31:02+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Male,-95.75511,26.22021,0.23519781231880188,0.01640009880065918,21.74327278137207
288416,2025-08-29T20:40:35.982043Z,7 ft 6 in.,,2016-09-19 07:52:51+00:00,Adult,Blue Shark (Prionace glauca),Male,-65.23131,41.5172,0.23387663066387177,0.019999980926513672,21.958681106567383
288417,2025-08-29T20:37:35.940794Z,8 ft 2 in.,,2013-07-09 00:25:44+00:00,Adult,Bull Shark (Carcharhinus leucas),Female,-82.67562,26.2737,1.8378431902654995,0.03613935607299084,22.70809145887263
288423,2025-08-29T20:35:13.620125Z,5 ft 1 in.,,2016-10-26 02:54:00+00:00,Young of the Year,White Shark (Carcharodon carcharias),Male,-74.94913,38.15573,0.3622423624317285,0.019696667779352087,21.967787978980205
288424,2025-08-29T20:35:16.605466Z,4 ft 11 in.,,2019-02-25 11:08:29+00:00,Young of the Year,White Shark (Carcharodon carcharias),Male,-78.42279,33.02372,0.30618818277994037,0.01945772159805508,24.85382046150035
288427,2025-08-29T20:30:56.856737Z,8 ft 9 in.,,2018-11-01 23:13:48+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Female,-57.99399,26.20023,0.030488908290863037,0.00410008430480957,26.052980422973633
288428,2025-08-29T20:32:33.728925Z,16 ft,,2017-06-17 19:54:32+00:00,Adult,White Shark (Carcharodon carcharias),Female,-73.92322,39.52354,0.16444920020457826,0.017319719309813183,26.576995816283382
288431,2025-08-29T20:34:03.868360Z,5 ft 9 in.,,2017-09-15 11:30:02+00:00,Young of the Year,White Shark (Carcharodon carcharias),Female,-73.58604,40.35265,0.9426968522562683,0.049375115436938205,21.464193470151336
288437,2025-08-29T20:33:11.331726Z,8 ft 10 in.,,2018-02-06 10:07:51+00:00,Adult,Blue Shark (Prionace glauca),Male,-59.23308,41.59424,0.2758585214614868,0.021500110626220703,16.732725143432617
288438,2025-08-29T20:32:56.537317Z,9 ft 3 in.,,2016-09-12 19:37:03+00:00,Juvenile,Tiger Shark (Galeocerdo cuvier),Female,-80.90367,31.35587,0.2541603910620824,0.019847247617922874,22.40650602809517
288439,2025-08-29T20:31:55.112760Z,6 ft,,2014-08-12 03:12:27+00:00,Sub-Adult,Shortfin Mako Shark (Isurus oxyrinchus),Female,-69.81907,40.86226,7.28373384475708,0.09829998016357422,17.753868103027344
288444,2025-08-29T20:35:10.423924Z,7 ft 10 in.,,2016-07-19 19:10:46+00:00,Adult,Hammerhead Shark (Sphyrnidae),Male,-96.82643,27.73555,0.277223218400215,0.021254868858849616,24.550412903348164
288446,2025-08-29T20:38:17.526423Z,7 ft 74 in.,,2018-10-16 20:03:21+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-89.72627,28.74002,0.08522553437916279,0.009253904637589341,26.42390962894259
288450,2025-08-29T20:31:37.942110Z,6 ft 10 in.,,2014-08-27 11:02:58+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Male,-74.44017,38.16899,2.612330186917804,0.045388015544852806,22.97708351495227
288451,2025-08-29T20:36:07.328899Z,8 ft 4 in.,,2016-07-28 10:55:38+00:00,Adult,Blue Shark (Prionace glauca),Male,-56.49265,43.13098,0.2491329163312912,0.021399974822998047,20.925010681152344
288454,2025-08-29T20:40:22.109915Z,10 ft 5 in.,,2014-07-08 06:31:56+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Female,-80.580545475,32.164169602,1.7467896794679116,0.03663596430312966,22.293543670234843
288455,2025-08-29T20:34:21.321486Z,8 ft 5 in.,,2016-02-09 07:31:57+00:00,Juvenile,Tiger Shark (Galeocerdo cuvier),Male,-87.722167969,30.031055427,0.2785624220125047,0.020629970313030342,24.20731026320653
288459,2025-08-29T20:39:40.773471Z,8 ft 8 in.,,2014-07-16 06:47:27+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Female,-80.580545475,32.164169602,1.6566378362136902,0.03548498580438445,22.39553563625634
288462,2025-08-29T20:34:11.656217Z,7 ft 11 in.,,2018-04-15 22:18:28+00:00,Adult,Blue Shark (Prionace glauca),Male,-74.52455,31.49014,0.11809879541397095,0.006999969482421875,21.69843864440918
288465,2025-08-29T20:34:06.971544Z,6 ft 10 in.,,2019-07-12 23:04:21+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-59.46672,41.7223,0.2087111466116234,0.016419905561946658,26.01387351022942
288466,2025-08-29T20:40:34.466762Z,8 ft 1 in.,,2016-12-06 10:42:18+00:00,Adult,Blue Shark (Prionace glauca),Male,-55.43461,39.01181,0.18901176750659943,0.01100015640258789,21.688940048217773
288467,2025-08-29T20:33:31.975550Z,8 ft 8 in.,,2017-11-07 10:30:00+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-74.79853,38.3361,1.6845943502202951,0.07493909860691088,17.206726178678053
288469,2025-08-29T20:33:36.711121Z,5 ft 6 in.,,2018-03-07 10:05:26+00:00,Young of the Year,White Shark (Carcharodon carcharias),Male,-77.07958,34.38314,0.15855655271820365,0.012132849670229756,22.042354890253208
288471,2025-08-29T20:40:25.263542Z,8 ft 5 in.,,2016-05-06 06:55:55+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Female,-78.39194,33.7993,0.27387819144534786,0.01803491810200077,24.434060518890206
288475,2025-08-29T20:32:57.851197Z,7 ft 8 in.,,2020-08-07 09:38:48+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-69.43986,41.73879,0.08725939914244571,0.011650494802033612,29.116077209920597
288476,2025-08-29T20:35:46.453122Z,11 ft 2 in.,,2020-04-16 22:18:18+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-75.64988,34.4434,0.484558577145827,0.02551470107033406,25.626242149747245
288480,2025-08-29T20:33:04.920062Z,4 ft 6 in.,,2016-09-19 03:24:52+00:00,Young of the Year,White Shark (Carcharodon carcharias),Male,-71.8895,40.96603,0.23480295163237047,0.01999133382206882,21.975551119258437
288482,2025-08-29T20:32:45.971630Z,15 ft,,2019-12-22 12:21:37+00:00,Adult,White Shark (Carcharodon carcharias),Female,-72.3977,30.55084,0.5542383641593169,0.028523653311240522,25.4094430651838
288484,2025-08-29T20:40:31.533845Z,9 ft 3 in.,,2016-07-07 07:50:39+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Female,-77.17396,34.40339,0.3117613599529188,0.021989346974100866,30.63330108892084
288485,2025-08-29T20:40:26.703801Z,9 ft 3 in.,,2016-07-07 09:44:11+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Female,-93.27724,28.13625,0.3120613396167755,0.02200007438659668,30.692506790161133
288491,2025-08-29T20:31:36.432263Z,11 ft 2 in.,,2015-11-24 11:05:34+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Female,-79.99349,32.50745,0.26541667171858946,0.02042942721430639,23.84775082918287
288493,2025-08-29T20:35:07.417665Z,10 ft 4 in.,,2014-07-28 19:30:04+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Male,-76.29839,34.61921,2.087962289658302,0.040147428238612545,22.08186183357118
288495,2025-08-29T20:31:48.735402Z,10 ft 2 in.,,2014-07-25 17:20:27+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Female,-80.73115,31.33546,1.331560340970957,0.032025016197486836,22.593456592225284
288497,2025-08-29T20:31:39.727994Z,8 ft,,2015-11-30 22:46:56+00:00,Adult,Hammerhead Shark (Sphyrnidae),Male,-94.52752,29.08316,0.2445362936866458,0.018940664123782026,24.342214184660772
288499,2025-08-29T20:33:03.121952Z,4 ft 8 in.,,2016-12-27 08:30:05+00:00,Young of the Year,White Shark (Carcharodon carcharias),Female,-74.83455,36.24211,0.15940407391649078,0.008030740366955271,22.766233056185534
288503,2025-08-29T20:33:21.035124Z,7 ft 3 in.,,2017-04-14 21:55:12+00:00,Adult,Blue Shark (Prionace glauca),Male,-55.83659,19.20853,0.035229552537202835,0.006600141525268555,26.445402145385742
288509,2025-08-29T20:33:12.844915Z,11 ft 1 in.,,2018-12-02 08:26:04+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Female,-74.74525,38.56465,0.08828628651924508,0.008769423255237423,26.849945226721207
288511,2025-08-29T20:33:26.315093Z,8 ft 4 in.,,2016-12-27 22:31:17+00:00,Adult,Blue Shark (Prionace glauca),Male,-53.9173,11.06574,0.1804848164319992,0.014700174331665039,27.71942901611328
288515,2025-08-29T20:39:07.070434Z,5 ft 7 in.,,2017-06-04 17:02:06+00:00,Juvenile,Tiger Shark (Galeocerdo cuvier),Male,-82.54813,25.56773,0.20627306401729584,0.021200180053710938,28.36845588684082
288516,2025-08-29T20:37:51.112767Z,6 ft,,2016-04-27 12:31:14+00:00,Sub-Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-89.81476,27.85305,0.27936625480651855,0.017199993133544922,24.003244400024414
288518,2025-08-29T20:32:44.499756Z,8 ft,,2017-06-24 19:41:44+00:00,Sub-Adult,Tiger Shark (Galeocerdo cuvier),Male,-74.19326,34.013,0.04517540708184242,0.009999990463256836,26.853845596313477
288519,2025-08-29T20:36:11.943810Z,25 ft,,2016-10-24 12:12:24+00:00,Adult,Whale Shark (Rhincodon typus),Female,-68.8206,38.5389,0.3848482370376587,0.02049994468688965,21.835235595703125
288523,2025-08-29T20:31:08.192161Z,5 ft,,2014-06-17 20:17:03+00:00,Juvenile,Shortfin Mako Shark (Isurus oxyrinchus),Female,-71.98876,39.65435,0.7573868036270142,0.028500080108642578,22.247896194458008
288689,2025-08-29T20:35:37.073996Z,12 ft 2 in.,,2020-12-01 12:24:30+00:00,Adult,White Shark (Carcharodon carcharias),Male,-76.9273,29.48835,0.0613384023308754,0.0076999664306640625,25.24266242980957
289874,2025-08-29T20:35:38.512246Z,12 ft 11 in.,,2019-11-29 14:16:35+00:00,Adult,White Shark (Carcharodon carcharias),Male,-77.26328,34.04788,0.5516594471533484,0.028428011207799034,25.34174447335206
290985,2025-08-29T20:32:20.288874Z,15 ft 5 in.,,2020-11-11 02:06:17+00:00,Adult,White Shark (Carcharodon carcharias),Female,-83.84066,24.73094,0.12915830314159393,0.011500120162963867,27.74204444885254
303706,2025-08-29T20:33:58.209007Z,9 ft 9 in.,,2020-03-27 23:19:37+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Male,-80.9056,16.67796,0.49156008671545215,0.025750048980506375,25.54708779579999
303707,2025-08-29T20:31:00.280191Z,8 ft 4 in.,,2020-04-09 16:05:22+00:00,Adult,Tiger Shark (Galeocerdo cuvier),Male,-86.76052,18.97049,0.48737224419813874,0.02560948552362383,25.594796398447652
303708,2025-08-29T20:36:58.270864Z,8 ft 8 in.,,2020-10-15 22:33:32+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-69.92228,40.77273,2.125673294067383,0.0878000259399414,15.923728942871094
305547,2025-08-29T20:36:01.858704Z,10 ft 3 in.,,2020-07-13 11:27:35+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-74.99439,37.57296,0.3552108307712319,0.021044890534096663,26.860382945059143
305548,2025-08-29T20:36:14.812889Z,11 ft 8 in.,,2022-12-11 04:41:29+00:00,Adult,White Shark (Carcharodon carcharias),Male,-74.97369,36.44696,0.21989682821763432,0.01630003494257451,23.630973759580968
305549,2025-08-29T20:36:16.443557Z,11 ft. 1 in.,,2019-11-15 11:31:49+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Female,-76.80553,34.60355,0.5378806174367592,0.027525496482292848,25.242432272150097
305550,2025-08-29T20:36:03.267776Z,10 ft 9 in.,,2020-11-19 22:44:00+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-78.5385,33.30427,0.16054001367367962,0.011411768704070633,23.940551093659558
308724,2025-08-29T20:37:28.075495Z,12 ft 4 in.,,2023-05-18 15:19:47+00:00,Adult,White Shark (Carcharodon carcharias),Male,-79.1687,32.21494,0.21977618990869552,0.016249002582630897,23.629432732258955
308731,2025-08-29T20:37:43.890015Z,12 ft 7 in.,,2022-04-10 14:12:06+00:00,Adult,White Shark (Carcharodon carcharias),Male,-79.53588,29.78866,0.21991860223690923,0.016446951461503476,23.639729450556075
367202,2025-08-29T20:36:53.360403Z,11 ft 7 in.,,2021-08-03 22:48:48+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-66.47653,43.84546,0.21447736211096002,0.01693645391418637,23.741269863747817
485395,2025-08-29T20:39:39.092179Z,6 ft 3 in,,2020-09-22 15:21:32+00:00,Sub-Adult,Shortfin Mako Shark (Isurus oxyrinchus),Female,-93.72239,27.75808,0.23790282011032104,0.01620006561279297,28.602447509765625
530006,2025-08-29T20:36:42.151989Z,10 ft 8 in.,,2024-04-23 03:14:04+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-73.36489,35.98675,0.21955133378406683,0.016184565110959667,23.62845202363378
535571,2025-08-29T20:36:33.580167Z,7 ft.,,2023-03-29 09:21:51+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-75.47224,35.08003,0.2198146609203137,0.016263048703902137,23.629786858346975
535575,2025-08-29T20:34:37.291247Z,8 ft 6 in.,,2020-11-30 00:49:57+00:00,Juvenile,White Shark (Carcharodon carcharias),Male,-78.05084,33.53853,0.12628331282742197,0.010279916483533968,25.024827506314608
544541,2025-09-24T09:30:18.242135Z,13 ft 3 in.,,2025-08-07 00:10:38+00:00,Adult,White Shark (Carcharodon carcharias),Male,-60.49508,39.67126,0.21934466413793222,0.01613847170730202,23.62836127548065
550002,2025-08-29T20:34:59.563585Z,8 ft 8 in.,,2023-12-16 05:27:32+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-80.79537,30.78162,0.21962796291298262,0.016204184923967902,23.628641867713778
550003,2025-08-29T20:37:25.081001Z,10 ft 9 in.,,2022-02-09 13:44:43+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Male,-76.01448,34.02302,0.219756664725215,0.016510044545231403,23.645755358390417
552908,2025-08-29T20:37:11.325830Z,13 ft 7 in,,2025-04-28 23:38:44+00:00,Adult,White Shark (Carcharodon carcharias),Male,-51.49499,40.35783,0.21938073954487067,0.016145965911043475,23.62834302874589
552909,2025-08-29T20:34:38.774328Z,10 ft 5 in.,,2024-04-15 10:16:41+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-90.43099,28.49059,0.21955562926171085,0.016185619796444124,23.62845988059902
552910,2025-08-29T20:36:43.593742Z,12 ft 7 in.,,2021-02-28 02:27:46+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Female,-94.37436,27.24325,0.28652259707450867,0.014800071716308594,22.008689880371094
553908,2025-08-29T20:31:17.437884Z,11 ft 8 in.,,2021-04-22 10:58:08+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Female,-82.86585,24.93336,0.15482716262340546,0.019999980926513672,24.836103439331055
630211,2025-08-29T20:40:58.447888Z,11.2 ft (3.42 m),,2021-05-30 15:49:39+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Female,-96.12625,28.0095,0.1952795826943163,0.01726431531710152,24.007895859168375
655054,2025-08-29T20:40:55.074306Z,8.4 ft.,,2021-05-03 15:35:11+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-97.37299,23.51216,0.14040608183963368,0.01637508488426078,24.595452478388335
655110,2025-08-29T20:36:36.032962Z,7.2 ft (2.02 m),,2021-03-06 13:09:42+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-96.40886,27.1627,0.454675555229187,0.021399974822998047,21.431665420532227
658443,2025-08-29T20:32:26.086792Z,11 ft. 8 in.,,2023-01-18 00:55:10+00:00,Sub-Adult,White Shark (Carcharodon carcharias),Female,-77.97054,33.38451,0.21986872623590709,0.016285882581327793,23.63047523453087
662714,2025-08-29T20:38:15.940272Z,8.1 ft.,,2021-12-27 13:13:35+00:00,Juvenile,White Shark (Carcharodon carcharias),Female,-78.41144,33.0265,0.21949341307373504,0.01656960823124858,23.65289932676487
663199,2025-08-29T20:39:08.490123Z,6.8 ft.,,2022-01-14 03:57:23+00:00,Adult,Shortfin Mako Shark (Isurus oxyrinchus),Male,-89.74875,28.56425,0.21961997879432124,0.016544120407748487,23.649659099972315
